state,district,season,N,P,K,pH,humidity,rainfall,temperature
Gujarat,Rajkot,zaid,78.3705,48.2134,48.9078,6.3906,68.1007,126.1567,26.2526
Gujarat,Sabar Kantha,kharif,85.306,52.0181,43.949,6.5453,67.6016,136.3684,26.2509
Gujarat,Sabar Kantha,rabi,101.427,62.0708,56.712,6.4043,64.7735,107.6366,20.5373
Gujarat,Sabar Kantha,zaid,76.2883,48.6586,44.2169,6.3846,66.8468,118.2003,26.0392
Gujarat,Surat,kharif,88.1989,56.2679,44.6362,6.4772,70.056,131.3539,26.362
Gujarat,Surat,rabi,102.5978,61.5692,56.2069,6.4045,64.87,105.2704,20.3425
Gujarat,Surat,zaid,79.2974,47.8633,43.7742,6.4041,73.7356,174.8107,25.1256
Gujarat,Surendranagar,kharif,87.7551,52.5476,49.1274,6.6333,67.8367,146.8452,26.9617
Gujarat,Surendranagar,rabi,105.9915,63.5422,60.5368,6.4347,65.0403,108.6508,20.1964
Gujarat,Surendranagar,zaid,76.9026,45.5496,60.8851,6.3819,67.9703,132.3504,27.5171
Gujarat,Tapi,kharif,87.0546,53.6967,47.5643,6.583,67.0905,130.4298,27.1338
Gujarat,Tapi,rabi,101.0568,61.7648,55.2017,6.4212,64.8654,105.4591,20.2918
Gujarat,Tapi,zaid,77.9087,47.4898,47.0757,6.3849,73.0511,168.159,25.6304
Gujarat,Vadodara,kharif,88.1456,56.3094,44.5986,6.4564,70.1902,130.5136,26.3489
Gujarat,Vadodara,rabi,100.1981,60.5834,54.8933,6.396,64.9919,105.0957,20.476
Gujarat,Vadodara,zaid,77.0463,48.0245,45.8511,6.3369,69.8825,137.0332,25.7252
Gujarat,Valsad,kharif,88.2887,54.4856,48.066,6.5487,69.3449,141.3876,26.8265
Gujarat,Valsad,rabi,103.3723,62.802,58.503,6.4189,64.5521,106.4464,20.0977
Gujarat,Valsad,zaid,79.2456,47.6684,50.1336,6.4455,76.0779,195.5647,25.4061
Haryana,Ambala,kharif,91.9995,50.0448,43.9921,6.559,68.8029,148.3989,25.6561
Haryana,Ambala,rabi,93.671,54.7674,48.0931,6.4834,61.2984,114.7587,19.5807
Haryana,Bhiwani,kharif,94.7075,50.4393,50.7174,6.6346,69.474,164.5597,26.6333
Haryana,Bhiwani,rabi,93.7046,54.4305,49.0991,6.5368,60.7161,117.0787,19.5832
Haryana,Charki Dadri,kharif,104.9232,51.5572,55.5693,6.7299,65.3606,138.3189,27.8532
Haryana,Charki Dadri,rabi,93.3729,54.9932,47.8999,6.4972,61.3351,114.7468,19.5608
Haryana,Faridabad,kharif,95.2763,50.6043,49.215,6.6034,69.8728,160.435,26.5189
Haryana,Faridabad,rabi,94.7401,54.1091,48.8811,6.5013,60.8396,115.029,19.4222
Haryana,Fatehabad,kharif,95.0923,50.2217,52.6176,6.6638,69.3735,167.755,26.8672
Haryana,Fatehabad,rabi,93.7043,55.0589,47.953,6.5062,62.1051,116.1523,19.5333
Haryana,Gurgaon,kharif,95.3694,50.9108,51.6302,6.6438,70.2388,165.9011,26.8393
Haryana,Gurgaon,rabi,94.1754,54.6764,48.7807,6.5149,61.6127,115.27,19.4425
Haryana,Hisar,kharif,95.8783,50.8115,50.2603,6.6109,69.613,164.1895,26.7391
Haryana,Hisar,rabi,94.1867,54.2877,48.998,6.4986,60.9206,116.9558,19.4632
Haryana,Jhajjar,kharif,94.6978,50.3227,49.6811,6.6387,69.3498,161.016,26.5895
Haryana,Jhajjar,rabi,94.3877,55.0952,48.8724,6.5114,60.4974,115.8514,19.5167
Haryana,Jind,kharif,96.9353,50.4226,50.2724,6.6154,69.6858,164.0958,26.7001
Haryana,Jind,rabi,93.8942,54.8668,48.5414,6.5059,61.2529,115.0708,19.566
Haryana,Kaithal,kharif,95.3429,50.5433,50.922,6.6388,69.8206,164.5613,26.6089
Haryana,Kaithal,rabi,94.9014,54.3047,49.1952,6.4903,61.3487,118.3093,19.385
Haryana,Karnal,kharif,93.7533,50.406,46.9107,6.5914,69.0321,155.1514,26.0421
Haryana,Karnal,rabi,93.9284,54.2649,48.5666,6.4891,61.6761,116.1158,19.6284
Haryana,Kurukshetra,kharif,94.2064,50.4511,47.7602,6.602,69.4415,156.2274,26.4463
Haryana,Kurukshetra,rabi,94.7897,54.0507,48.7318,6.51,61.2204,114.7494,19.3663
Haryana,Mewat,kharif,99.248,51.7679,53.0672,6.681,68.3908,157.0095,27.2439
Haryana,Mewat,rabi,94.2147,54.495,48.3646,6.481,61.5452,115.7185,19.497
Haryana,Palwal,kharif,98.4984,51.2243,52.9069,6.6916,67.3748,150.3205,27.308
Haryana,Palwal,rabi,93.2595,54.9098,48.7533,6.4973,61.6201,116.8146,19.2864
Haryana,Panchkula,kharif,91.7172,49.9824,43.5883,6.5448,68.4565,146.1718,25.7677
Haryana,Panchkula,rabi,93.7621,54.4439,48.5424,6.4976,60.6854,116.8538,19.5131
Haryana,Panipat,kharif,95.3037,50.4062,51.6116,6.65,69.7967,165.8743,26.8819
Haryana,Panipat,rabi,93.4922,53.8153,48.2245,6.4984,61.3952,117.3879,19.6055
Haryana,Rewari,kharif,97.4709,51.1796,51.6574,6.6525,69.5672,164.4023,26.7903
Haryana,Rewari,rabi,93.3183,54.1861,49.387,6.5102,60.74,116.3243,19.6022
Haryana,Rohtak,kharif,93.41,50.1845,47.0539,6.5757,69.0281,157.323,26.0571
Haryana,Rohtak,rabi,93.2822,54.4629,48.3917,6.4794,61.4294,113.7895,19.6175
Haryana,Sirsa,kharif,97.7346,50.1414,50.9678,6.5993,69.4686,163.9487,26.7149
Haryana,Sirsa,rabi,93.1779,54.984,48.984,6.51,61.4742,114.1604,19.541
Haryana,Sonipat,kharif,91.8385,50.1821,46.3717,6.5609,69.1488,150.396,26.0927
Haryana,Sonipat,rabi,93.8776,54.4068,49.2585,6.5085,61.5844,114.5948,19.6189
Haryana,Yamunanagar,kharif,92.1172,49.4265,44.1861,6.5483,68.8236,148.2072,25.8045
Haryana,Yamunanagar,rabi,94.4314,54.3582,49.4326,6.4758,60.5884,117.4248,19.6391
Himachal Pradesh,Bilaspur,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Bilaspur,rabi,99.3652,56.1256,50.6232,6.5116,61.3262,111.8222,18.2518
Himachal Pradesh,Chamba,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Chamba,rabi,99.1006,56.0731,50.1738,6.5051,61.1173,112.7599,18.7602
Himachal Pradesh,Hamirpur,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Hamirpur,rabi,100.1794,57.026,50.4658,6.4951,60.8989,111.9272,18.6162
Himachal Pradesh,Kangra,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Kangra,rabi,99.9718,56.401,51.418,6.525,62.2114,110.8701,18.5807
Himachal Pradesh,Kinnaur,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Kinnaur,rabi,99.6404,55.4788,50.7404,6.498,62.1122,111.7819,18.4105
Himachal Pradesh,Kullu,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Kullu,rabi,101.6215,56.4708,51.4289,6.5023,62.0283,111.6416,18.4405
Himachal Pradesh,Lahul And Spiti,kharif,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Himachal Pradesh,Lahul And Spiti,rabi,98.14,56.0545,51.3118,6.5184,61.4918,111.528,18.6665
Himachal Pradesh,Mandi,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Mandi,rabi,99.6618,55.9332,49.7247,6.5454,62.512,111.2291,18.5776
Himachal Pradesh,Shimla,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Shimla,rabi,98.6253,55.6414,51.6398,6.4835,61.0452,108.5717,18.4497
Himachal Pradesh,Sirmaur,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Sirmaur,rabi,99.4122,56.8736,50.6026,6.505,61.2609,113.7906,18.3496
Himachal Pradesh,Solan,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Solan,rabi,99.2326,56.4314,50.0092,6.501,62.69,113.837,18.7454
Himachal Pradesh,Una,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Himachal Pradesh,Una,rabi,100.0851,56.7811,51.3866,6.4833,61.5425,113.1483,18.5761
Jammu And Kashmir,Anantnag,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Anantnag,rabi,92.149,52.5555,45.6834,6.5295,60.2367,108.5252,18.4869
Jammu And Kashmir,Badgam,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Badgam,rabi,93.1548,53.3634,46.2483,6.5373,59.4971,107.2569,18.6141
Jammu And Kashmir,Bandipora,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Bandipora,rabi,93.6659,52.7511,45.6923,6.5606,60.341,108.1665,18.1565
Jammu And Kashmir,Baramulla,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Baramulla,rabi,94.4278,54.1339,45.9501,6.5212,59.9061,107.1719,18.1224
Jammu And Kashmir,Doda,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Doda,rabi,92.4982,53.3729,45.5173,6.5365,61.0943,108.8754,18.0766
Jammu And Kashmir,Ganderbal,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Ganderbal,rabi,93.7686,53.1714,45.5323,6.5269,59.9225,107.5976,18.0452
Jammu And Kashmir,Jammu,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Jammu,rabi,94.8991,51.9476,45.9217,6.5748,60.8313,108.9413,18.3822
Jammu And Kashmir,Kargil,kharif,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Jammu And Kashmir,Kargil,rabi,94.0933,52.4694,46.1374,6.5427,60.8794,107.1062,18.4921
Jammu And Kashmir,Kathua,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Kathua,rabi,93.9354,52.4368,46.0721,6.5473,60.3082,107.1596,18.4635
Jammu And Kashmir,Kishtwar,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Kishtwar,rabi,93.7492,52.438,45.704,6.5713,60.2004,108.0736,18.7331
Jammu And Kashmir,Kulgam,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Kulgam,rabi,92.9872,52.9326,46.1187,6.5668,60.1556,109.803,18.1353
Jammu And Kashmir,Kupwara,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Kupwara,rabi,93.8254,53.5532,46.1057,6.5338,60.5612,107.5282,18.2705
Jammu And Kashmir,Poonch,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Poonch,rabi,94.1243,53.1619,45.991,6.5089,59.793,108.0411,18.2657
Jammu And Kashmir,Pulwama,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Pulwama,rabi,93.9568,53.4989,45.6612,6.5388,59.988,106.6573,18.3102
Jammu And Kashmir,Rajauri,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Rajauri,rabi,93.7797,52.6959,45.6889,6.5574,59.642,107.7688,18.4803
Jammu And Kashmir,Ramban,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Ramban,rabi,94.6107,52.6225,46.0418,6.5721,60.2412,108.0271,18.1522
Jammu And Kashmir,Reasi,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Reasi,rabi,93.7887,52.4017,45.816,6.5325,60.3166,105.6496,18.5422
Jammu And Kashmir,Samba,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Samba,rabi,92.8598,52.9424,45.2947,6.5589,60.5557,107.341,18.1357
Jammu And Kashmir,Shopian,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Shopian,rabi,92.7892,52.7069,46.021,6.5622,59.4479,106.7718,18.3422
Jammu And Kashmir,Srinagar,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Srinagar,rabi,94.3597,52.5118,46.2414,6.5204,60.2958,105.9851,18.1939
Jammu And Kashmir,Udhampur,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Jammu And Kashmir,Udhampur,rabi,94.3868,54.0649,45.4802,6.5456,61.1353,107.2205,18.0861
Jharkhand,Bokaro,kharif,59.818,44.6391,28.1815,6.4532,67.3677,135.1743,24.9592
Jharkhand,Bokaro,rabi,84.4776,53.156,44.8362,6.4967,63.906,131.9158,19.2645
Jharkhand,Chatra,kharif,59.1815,44.523,28.0812,6.4311,66.6523,130.1091,24.9909
Jharkhand,Chatra,rabi,84.3526,52.6632,44.4754,6.5031,64.7006,128.905,19.5268
Jharkhand,Deoghar,kharif,60.4031,44.9372,29.0729,6.4285,68.8011,139.6314,25.1272
Jharkhand,Deoghar,rabi,84.0759,53.494,43.7704,6.5203,64.2275,129.9926,19.5402
Jharkhand,Dhanbad,kharif,57.4972,44.2764,27.0632,6.4405,65.5449,123.6338,25.0945
Jharkhand,Dhanbad,rabi,84.2377,53.4829,45.4617,6.5084,64.2121,131.2685,19.3225
Jharkhand,Dumka,kharif,60.7927,44.5263,28.894,6.4309,67.7278,140.3171,25.0199
Jharkhand,Dumka,rabi,84.2892,53.7423,43.7837,6.5195,63.7467,129.9636,19.3223
Jharkhand,East Singhbum,kharif,60.4089,44.8563,29.2835,6.4193,68.6042,141.0191,24.8876
Jharkhand,East Singhbum,rabi,84.2741,53.2851,44.2554,6.5021,63.7429,129.6339,19.5219
Jharkhand,Garhwa,kharif,59.9806,44.2666,28.6355,6.4597,68.0302,140.7853,25.0137
Jharkhand,Garhwa,rabi,84.9062,52.5539,44.6199,6.498,63.8267,129.9956,19.4915
Jharkhand,Giridih,kharif,60.7285,44.9945,29.033,6.4434,68.034,140.2255,25.1316
Jharkhand,Giridih,rabi,85.185,52.7861,43.8745,6.5274,64.2521,128.7927,19.5749
Jharkhand,Godda,kharif,60.6875,44.8253,29.0249,6.4163,68.2527,139.6403,25.0904
Jharkhand,Godda,rabi,84.5023,53.4494,43.9588,6.5117,64.2404,129.4093,19.4699
Jharkhand,Gumla,kharif,60.5559,44.7587,28.8853,6.4328,68.137,140.6409,24.8407
Jharkhand,Gumla,rabi,83.9128,52.8249,44.2112,6.5072,64.4945,129.5617,19.3636
Jharkhand,Hazaribagh,kharif,61.0266,44.7438,28.8921,6.4427,68.3009,139.4899,25.0588
Jharkhand,Hazaribagh,rabi,85.1075,53.1281,44.5331,6.5074,64.0605,129.3183,19.1541
Jharkhand,Jamtara,kharif,59.2487,44.2193,28.6625,6.4372,66.7942,132.323,25.0412
Jharkhand,Jamtara,rabi,84.2633,53.6941,44.4744,6.4938,63.2429,126.4144,19.3796
Jharkhand,Khunti,kharif,57.4703,44.4672,28.8516,6.4496,67.7299,135.6794,25.326
Jharkhand,Khunti,rabi,84.7488,53.285,45.3109,6.502,62.6172,121.424,18.9357
Jharkhand,Koderma,kharif,59.5194,44.7924,28.6168,6.4442,67.3917,137.9544,25.0561
Jharkhand,Koderma,rabi,85.1306,53.6788,45.1101,6.5112,64.0978,130.704,19.6459
Jharkhand,Latehar,kharif,60.3998,44.5263,28.8844,6.4364,68.0573,139.3117,25.082
Jharkhand,Latehar,rabi,83.9802,53.3087,45.8376,6.5287,63.5753,131.2295,19.3426
Jharkhand,Lohardaga,kharif,60.5114,44.3999,28.5601,6.4423,68.1734,138.6331,25.0387
Jharkhand,Lohardaga,rabi,83.9981,53.064,44.2532,6.5229,63.9101,129.774,19.4727
Jharkhand,Pakur,kharif,60.6105,44.9095,28.7008,6.4394,68.1094,138.7966,25.2066
Jharkhand,Pakur,rabi,84.2269,52.6952,44.028,6.5088,64.2131,130.1103,19.6252
Jharkhand,Palamu,kharif,60.0084,44.2402,28.5641,6.4535,68.0734,138.079,25.0044
Jharkhand,Palamu,rabi,83.3862,53.0694,44.1768,6.4954,63.9468,130.8234,19.2288
Jharkhand,Ramgarh,kharif,57.2216,43.9574,28.9544,6.4629,66.6572,136.0055,25.2419
Jharkhand,Ramgarh,rabi,85.4124,53.3509,44.3298,6.5209,62.0187,122.1675,19.0062
Jharkhand,Ranchi,kharif,60.8265,44.7216,29.1393,6.4328,68.4426,140.5891,24.9725
Jharkhand,Ranchi,rabi,84.6136,52.897,44.2266,6.5209,64.6906,130.3621,19.5048
Jharkhand,Sahebganj,kharif,60.0375,44.9303,28.5677,6.4397,67.4913,135.4263,24.9588
Jharkhand,Sahebganj,rabi,84.6082,53.1732,43.9073,6.4981,63.6045,131.1905,19.2236
Jharkhand,Saraikela Kharsawan,kharif,59.7614,44.691,28.6196,6.4465,67.2127,137.6388,24.9905
Jharkhand,Saraikela Kharsawan,rabi,85.1692,52.9783,44.3362,6.4868,63.9614,129.6007,19.4518
Jharkhand,Simdega,kharif,60.0767,44.7411,28.792,6.4414,67.8638,136.8515,25.0938
Jharkhand,Simdega,rabi,84.5089,53.3914,44.4514,6.5174,64.1366,129.0945,19.2957
Jharkhand,West Singhbhum,kharif,60.3335,45.0935,28.8154,6.4467,68.0768,140.9718,25.1294
Jharkhand,West Singhbhum,rabi,84.3006,52.9245,44.813,6.5161,63.9568,130.8956,19.3853
Karnataka,Bagalkot,kharif,74.2876,45.8516,40.0961,6.4531,70.2939,133.8933,26.7212
Karnataka,Bagalkot,rabi,84.0565,54.5256,50.3778,6.475,63.7895,100.1016,22.5373
Karnataka,Bagalkot,zaid,76.4235,47.2043,37.5929,6.3265,68.9508,128.7946,24.6694
Karnataka,Bagalkote,kharif,80.8557,46.3215,45.1456,6.6589,63.2176,118.4778,28.1679
Karnataka,Bagalkote,rabi,85.7262,56.4273,61.2523,6.5447,64.2992,106.4894,22.4419
Karnataka,Bagalkote,zaid,74.9731,45.5968,58.1892,6.3731,69.4564,151.1632,27.6845
Karnataka,Ballari,kharif,79.983,46.27,44.8431,6.6728,62.2864,116.6138,27.995
Karnataka,Ballari,rabi,85.6837,55.836,60.3234,6.5421,63.4857,104.435,22.491
Karnataka,Ballari,zaid,77.1109,45.8164,58.7915,6.4391,69.3722,142.4277,27.4161
Karnataka,Bangalore Rural,kharif,73.8221,45.9157,39.9203,6.4292,70.3978,136.0193,26.5881
Karnataka,Bangalore Rural,rabi,84.1241,53.4342,48.8447,6.4548,66.3147,119.9415,22.6801
Karnataka,Bangalore Rural,zaid,77.5482,47.6471,38.2566,6.3395,72.4719,158.2407,24.4604
Karnataka,Belagavi,kharif,80.021,46.3117,44.685,6.6295,61.8655,115.8325,28.2766
Karnataka,Belagavi,rabi,86.9935,56.108,60.2025,6.5413,63.0543,105.6902,22.1022
Karnataka,Belagavi,zaid,75.7104,45.3894,58.4595,6.4579,68.8568,141.0621,27.5499
Karnataka,Belgaum,kharif,74.0467,45.8341,39.8615,6.4549,70.3702,133.5927,26.7073
Karnataka,Belgaum,rabi,83.7692,54.1612,50.1913,6.4758,64.1059,101.8905,22.5309
Karnataka,Belgaum,zaid,76.8095,47.5694,37.8937,6.3474,71.9799,152.3755,24.4292
Karnataka,Bellary,kharif,73.677,46.0887,40.0137,6.4317,70.7161,134.6518,26.6042
Karnataka,Bellary,rabi,83.3171,53.2835,48.776,6.4706,66.4702,117.1862,22.5263
Karnataka,Bellary,zaid,77.762,47.1481,38.6185,6.3551,72.5285,155.3414,24.4584
Karnataka,Bengaluru Urban,kharif,73.4824,45.6884,39.8455,6.4406,70.7716,134.6275,26.6242
Karnataka,Bengaluru Urban,rabi,82.9824,54.4046,48.7688,6.4604,65.7689,108.4917,22.4146
Karnataka,Bengaluru Urban,zaid,77.9808,47.8707,37.281,6.3424,72.5525,156.2172,24.3631
Karnataka,Bidar,kharif,73.7636,46.0217,39.7993,6.4322,70.5516,133.6944,26.6536
Karnataka,Bidar,rabi,83.2675,54.2512,48.6315,6.4739,65.8333,111.1755,22.6363
Karnataka,Bidar,zaid,75.371,46.8511,41.887,6.3117,67.7359,122.6698,25.4554
Karnataka,Bijapur,kharif,74.2611,45.9765,40.1864,6.449,70.7363,134.2803,26.6628
Karnataka,Bijapur,rabi,83.9952,54.0071,50.171,6.4889,64.5704,105.3517,22.444
Karnataka,Bijapur,zaid,76.1474,47.0966,37.4838,6.3449,66.9663,106.3107,24.8617
Karnataka,Chamarajanagar,kharif,73.5861,45.9554,39.9991,6.4401,70.3963,133.8551,26.6774
Karnataka,Chamarajanagar,rabi,83.2514,53.1614,48.2044,6.4652,67.8289,129.0435,22.636
Karnataka,Chamarajanagar,zaid,77.8346,47.2065,39.0246,6.3472,72.1181,156.6705,24.4551
Karnataka,Chamarajanagara,kharif,79.2838,46.4217,44.7184,6.6541,62.6509,117.1646,28.1706
Karnataka,Chamarajanagara,rabi,86.2517,56.427,60.4307,6.552,64.1561,106.6294,22.2893
Karnataka,Chamarajanagara,zaid,75.7605,46.0514,54.6674,6.4466,69.5184,147.5213,27.4834
Karnataka,Chikballapur,kharif,75.6616,45.8516,41.5873,6.5141,67.6781,129.2154,27.0076
Karnataka,Chikballapur,rabi,85.1533,55.1454,53.7643,6.5213,64.8588,109.5823,22.3416
Karnataka,Chikballapur,zaid,77.3802,46.5591,41.6546,6.3399,71.6287,151.9184,24.8956
Karnataka,Chikkaballapura,kharif,79.6552,46.5795,45.0242,6.6533,62.1183,117.5277,28.0704
Karnataka,Chikkaballapura,rabi,86.4611,56.43,60.9263,6.5193,64.041,107.6907,22.3183
Karnataka,Chikkaballapura,zaid,75.633,46.0896,59.004,6.3846,69.2171,144.5798,27.1564
Karnataka,Chikkamagaluru,kharif,80.4347,46.2209,45.0409,6.633,62.6167,116.5317,28.2548
Karnataka,Chikkamagaluru,rabi,86.8992,56.887,59.7554,6.5534,63.3469,107.9145,22.4413
Karnataka,Chikkamagaluru,zaid,76.3954,45.7105,56.8367,6.4301,69.6394,144.6619,28.228
Karnataka,Chikmagalur,kharif,74.3912,45.8244,39.8429,6.4219,70.4943,134.3506,26.627
Karnataka,Chikmagalur,rabi,85.6302,57.3798,61.0607,6.5524,63.9706,104.4984,22.5466
Karnataka,Chikmagalur,zaid,77.515,46.7255,48.4189,6.4157,76.1364,195.5323,25.3166
Karnataka,Chitradurga,kharif,74.0788,45.8026,39.6007,6.43,70.3656,134.5651,26.641
Karnataka,Chitradurga,rabi,83.1435,52.9696,47.4026,6.4567,68.082,129.0482,22.5991
Karnataka,Chitradurga,zaid,77.7759,47.3606,37.1702,6.3507,72.7885,154.6348,24.2661
Karnataka,Dakshin Kannad,kharif,72.8363,45.6054,43.1103,6.4742,71.1308,142.2103,27.3008
Karnataka,Dakshin Kannad,rabi,85.3406,54.1936,56.1114,6.5243,68.7064,141.4762,22.4621
Karnataka,Dakshin Kannad,zaid,76.9882,46.7906,42.9474,6.3883,74.5249,179.5008,24.9376
Karnataka,Dakshina Kannada,kharif,80.141,46.8227,45.2557,6.6533,62.8361,116.4939,28.1079
Karnataka,Dakshina Kannada,rabi,86.4556,56.5451,60.7615,6.5697,64.4384,108.8003,22.2215
Karnataka,Dakshina Kannada,zaid,73.1793,45.3645,62.1195,6.4086,68.9604,142.0038,28.1857
Karnataka,Davangere,kharif,74.2323,45.8417,39.9027,6.4369,70.4511,134.0821,26.6543
Karnataka,Davangere,rabi,83.7492,54.5841,49.7575,6.4742,64.2263,103.5217,22.2435
Karnataka,Davangere,zaid,77.8535,47.3902,38.577,6.355,72.7318,154.7956,24.3331
Karnataka,Dharwad,kharif,73.5908,45.7741,39.5898,6.4432,70.4598,135.4936,26.5796
Karnataka,Dharwad,rabi,83.7855,54.2132,49.8436,6.4603,64.6379,103.1696,22.4121
Karnataka,Dharwad,zaid,77.1733,47.4996,37.2979,6.3526,72.4788,156.3879,24.2408
Karnataka,Gadag,kharif,73.6689,45.2607,39.8555,6.4269,70.5177,133.6558,26.6163
Karnataka,Gadag,rabi,84.0274,53.9692,49.5877,6.4568,64.8748,104.2539,22.5052
Karnataka,Gadag,zaid,77.4006,46.8611,38.6992,6.3575,72.2569,157.6157,24.2925
Karnataka,Gulbarga,kharif,74.9864,45.9614,39.7781,6.4466,70.1622,133.0227,26.6887
Karnataka,Gulbarga,rabi,83.4281,53.4028,48.1343,6.4685,67.8186,129.2807,22.5975
Karnataka,Gulbarga,zaid,77.8608,47.1171,38.3453,6.352,72.5819,154.8581,24.3009
Karnataka,Hassan,kharif,73.8927,45.9865,39.877,6.442,70.5942,134.6861,26.595
Karnataka,Hassan,rabi,83.1021,52.9491,47.1165,6.4498,68.1343,127.7121,22.6546
Karnataka,Hassan,zaid,77.5643,46.8985,37.9274,6.3503,72.3914,155.8481,24.4055
Karnataka,Haveri,kharif,74.5968,45.6442,40.0143,6.445,70.3767,134.7735,26.6312
Karnataka,Haveri,rabi,84.2239,54.4809,50.2412,6.4894,64.0769,101.947,22.4086
Karnataka,Haveri,zaid,77.3548,47.4303,38.042,6.3537,72.4875,156.089,24.2997
Karnataka,Kalaburagi,kharif,79.3094,46.8199,45.1222,6.6335,63.0789,118.4361,27.927
Karnataka,Kalaburagi,rabi,85.4042,56.2658,59.6163,6.559,63.641,107.345,22.1762
Karnataka,Kalaburagi,zaid,73.1975,46.9801,57.5802,6.4061,69.3322,142.7339,27.1059
Karnataka,Kodagu,kharif,74.145,45.7709,39.9155,6.4342,70.2524,134.2539,26.66
Karnataka,Kodagu,rabi,84.3434,53.5552,52.8216,6.4926,67.9955,134.0067,22.5101
Karnataka,Kodagu,zaid,77.4452,47.1566,39.2513,6.3612,72.8772,162.8925,24.5652
Karnataka,Kolar,kharif,73.3807,45.6598,39.9046,6.4301,70.5962,135.0209,26.5771
Karnataka,Kolar,rabi,84.4268,54.2506,51.0773,6.4847,65.3708,105.4664,22.1049
Karnataka,Kolar,zaid,77.5588,47.4958,39.0534,6.3611,71.8787,154.4735,24.3571
Karnataka,Koppal,kharif,74.0453,45.864,39.9449,6.4464,70.8178,134.1112,26.6473
Karnataka,Koppal,rabi,84.2093,54.7375,49.5793,6.4714,64.7712,101.3212,22.4822
Karnataka,Koppal,zaid,77.9981,47.412,37.6111,6.3517,72.6903,156.5086,24.4437
Karnataka,Mandya,kharif,73.5122,45.6378,39.7451,6.4362,70.398,134.2924,26.6601
Karnataka,Mandya,rabi,84.0686,53.344,49.5905,6.4697,67.3633,127.1234,22.6286
Karnataka,Mandya,zaid,77.5215,47.0523,39.1848,6.3699,72.9932,163.0676,24.5066
Karnataka,Mysore,kharif,74.3683,45.992,39.9094,6.4376,70.2719,133.774,26.6522
Karnataka,Mysore,rabi,83.6432,53.0508,48.5469,6.4788,66.9224,120.9119,22.6162
Karnataka,Mysore,zaid,77.3521,47.0675,37.8421,6.3678,72.1167,155.7878,24.3072
Karnataka,Mysuru,kharif,79.9577,46.5134,45.2866,6.6679,62.2002,116.088,28.2988
Karnataka,Mysuru,rabi,85.3597,56.8943,60.6565,6.5493,63.6401,105.5219,22.6696
Karnataka,Mysuru,zaid,74.7346,45.437,59.2286,6.4077,68.5607,139.8968,27.3118
